dtitle                                     	发帖人            	回帖数    	dsendtime       	URL                                         	dacquitime         
给你们扒个科技界的八卦，关于苹果                           	易玄             	11     	2016-11-24 21:12	https://www.douban.com/group/topic/93524465/	2016-11-24 21:24:10
特别后悔表白了怎么办                                 	呵, 春娘!         	71     	2016-11-24 21:11	https://www.douban.com/group/topic/93493701/	2016-11-24 21:24:10
特别后悔表白了怎么办                                 	呵, 春娘!         	71     	2016-11-24 21:11	https://www.douban.com/group/topic/93493701/	2016-11-24 21:24:13
生日会和纽约行小记，「王俊凯」的诚意流水账！                     	Ralph          	114499 	2016-11-24 21:11	https://www.douban.com/group/topic/80503663/	2016-11-24 21:24:14
笑死了，这些卖家是故意的还是智障啊                          	正能量girl        	276    	2016-11-24 21:11	https://www.douban.com/group/topic/93474870/	2016-11-24 21:24:14
锦绣未央发糖啦                                    	春天种一个菠萝        	35     	2016-11-24 21:11	https://www.douban.com/group/topic/93529333/	2016-11-24 21:24:14
已删                                         	iiikyhg675     	6      	2016-11-24 21:11	https://www.douban.com/group/topic/93531279/	2016-11-24 21:24:14
张嘉译是不是有强直性脊椎炎来着？                           	已注销            	26     	2016-11-24 21:11	https://www.douban.com/group/topic/93530916/	2016-11-24 21:24:14
如何优雅的吃碧根果                                  	我追你啊           	6      	2016-11-24 21:11	https://www.douban.com/group/topic/93531088/	2016-11-24 21:24:14
有教师鹅吗                                      	z、             	37     	2016-11-24 21:11	https://www.douban.com/group/topic/93526762/	2016-11-24 21:24:14
有哪些不是百丽旗下的鞋子品牌 我以后要是再买百丽...                	秃头girl         	116    	2016-11-24 21:11	https://www.douban.com/group/topic/93483573/	2016-11-24 21:24:14
万能的豆瓣  请分享给我请回答1988的百度云盘吧                  	青白             	49     	2016-11-24 21:11	https://www.douban.com/group/topic/83273026/	2016-11-24 21:24:14
明星也会砍价，各位鹅们来聊聊砍价的技巧吧                       	鹿崖             	10     	2016-11-24 21:11	https://www.douban.com/group/topic/93531457/	2016-11-24 21:24:14
男朋友对你更好还是妈妈对你更好                            	娇娇么么           	57     	2016-11-24 21:11	https://www.douban.com/group/topic/93527791/	2016-11-24 21:24:15
【影视圈的各种见闻、冷知识、奇闻】                          	李sir           	665    	2016-11-24 21:11	https://www.douban.com/group/topic/93421551/	2016-11-24 21:24:15
阿雅是不是很讨厌小s老公?                              	海水里的水          	44     	2016-11-24 21:11	https://www.douban.com/group/topic/93530355/	2016-11-24 21:24:15
说说脸很臭的几个行业：行业会影响长相呐                        	guten tager    	391    	2016-11-24 21:11	https://www.douban.com/group/topic/93118287/	2016-11-24 21:24:15
刘奶奶的太阳穴怎么了？慎入                              	张悬             	45     	2016-11-24 21:11	https://www.douban.com/group/topic/93526878/	2016-11-24 21:24:15
火龙果，无敌，你赢了，我以后再也不吃你行嘛，                     	萨依巴格打馕仔        	18     	2016-11-24 21:11	https://www.douban.com/group/topic/93528895/	2016-11-24 21:24:15
发现一个轻松月入30w的团长行业...太可怕了...                 	小六子            	138    	2016-11-24 21:11	https://www.douban.com/group/topic/90704403/	2016-11-24 21:24:15
集契约夫妻百合情结搞笑宅斗商战于一体的神剧苗翠...                 	姬长安            	50     	2016-11-24 21:10	https://www.douban.com/group/topic/93530320/	2016-11-24 21:24:15
推文：原路看斜阳吼吼看！！！好看到爆炸！内附资...                 	.              	559    	2016-11-24 21:10	https://www.douban.com/group/topic/93283050/	2016-11-24 21:24:15
【陈赫永远洗不白】为大家梳理陈赫婚内出轨时间线索                   	滴答地大迪达帝        	202    	2016-11-24 21:10	https://www.douban.com/group/topic/93305711/	2016-11-24 21:24:16
鹅们，有一部华裔的短剧，讲一个华裔喜欢一个DJ                    	胖哥             	8      	2016-11-24 21:10	https://www.douban.com/group/topic/93531101/	2016-11-24 21:24:16
天涯er给一个弯弯er上课太精彩了。。。。                      	.              	1      	2016-11-24 21:10	https://www.douban.com/group/topic/93531854/	2016-11-24 21:24:16
炮王打了广告不付营销号钱被挂了？                           	谈恋爱不如跳舞        	356    	2016-11-24 21:10	https://www.douban.com/group/topic/92261060/	2016-11-24 21:24:16
刚纹完美瞳线回来 真的是太疼了疼的要昏过去                      	霸道工头爱上我        	41     	2016-11-24 21:10	https://www.douban.com/group/topic/93529381/	2016-11-24 21:24:16
刚纹完美瞳线回来 真的是太疼了疼的要昏过去                      	霸道工头爱上我        	41     	2016-11-24 21:10	https://www.douban.com/group/topic/93529381/	2016-11-24 21:24:18
元彬是不是低配版木村大神                               	??             	167    	2016-11-24 21:10	https://www.douban.com/group/topic/93461707/	2016-11-24 21:24:19
帮忙推荐宝宝LV neveeful和alma bb 选哪个啊             	小兔仙儿           	37     	2016-11-24 21:10	https://www.douban.com/group/topic/93528418/	2016-11-24 21:24:19
【新添判断及选择答案】 八组周考又来了，然而已经...                	柳尤码            	275    	2016-11-24 21:10	https://www.douban.com/group/topic/93036833/	2016-11-24 21:24:19
微博现在注册新号都会自动给你加关注了吗…                       	小寒流            	13     	2016-11-24 21:09	https://www.douban.com/group/topic/93529791/	2016-11-24 21:24:19
想到一谜语：“绿海藻”。猜一明星！                          	nikename       	23     	2016-11-24 21:09	https://www.douban.com/group/topic/93531011/	2016-11-24 21:24:19
大丈夫里那个姐弟恋你们看过吗                             	！              	2      	2016-11-24 21:09	https://www.douban.com/group/topic/93531755/	2016-11-24 21:24:20
潘金莲取景好漂亮啊好像京都岚山                            	鱼鱼扬戈           	3      	2016-11-24 21:09	https://www.douban.com/group/topic/93531069/	2016-11-24 21:24:20
到底什么人觉得应该嫖*娼合法化                            	炒酸奶            	16     	2016-11-24 21:09	https://www.douban.com/group/topic/93530764/	2016-11-24 21:24:20
COCO奶茶算不算奶茶届一番                             	唯热恋            	402    	2016-11-24 21:09	https://www.douban.com/group/topic/93515257/	2016-11-24 21:24:20
Jolin新歌EGO-HOLIC恋我癖 好好听啊                   	陳又青            	3      	2016-11-24 21:09	https://www.douban.com/group/topic/93190431/	2016-11-24 21:24:20
齐溪的演技太厉害了吧！！                               	蜜桃炸弹           	61     	2016-11-24 21:09	https://www.douban.com/group/topic/93490892/	2016-11-24 21:24:20
?锦绣未央直播楼?北京东方每晚7点半播出                       	缓缓前行           	1400   	2016-11-24 21:09	https://www.douban.com/group/topic/92996154/	2016-11-24 21:24:20
我就想问，陈赫为什么还能狂蹦哒？                           	被挖心的大傻逼        	93     	2016-11-24 21:09	https://www.douban.com/group/topic/93524207/	2016-11-24 21:24:20
中南海保镖                                      	哈哈哈            	59     	2016-11-24 21:08	https://www.douban.com/group/topic/93345371/	2016-11-24 21:24:20
洗脚婢不能好好过年了，红白要搞AKB48不要钱总选举...              	盐你一脸           	195    	2016-11-24 21:08	https://www.douban.com/group/topic/93513513/	2016-11-24 21:24:20
讲道理！袁湘琴怎么能当护士啊！                            	吉罗琳·朴          	104    	2016-11-24 21:08	https://www.douban.com/group/topic/93528691/	2016-11-24 21:24:20
有没有鹅入过剑桥包包？                                	阿针             	83     	2016-11-24 21:08	https://www.douban.com/group/topic/93526808/	2016-11-24 21:24:20
湾湾偶像剧一番给《恶作剧之吻》或者《流星花园》...                 	软糖罐            	150    	2016-11-24 21:08	https://www.douban.com/group/topic/93521969/	2016-11-24 21:24:20
迪丽热巴能不能不要再炒作了                              	大猩猩            	230    	2016-11-24 21:07	https://www.douban.com/group/topic/78882558/	2016-11-24 21:24:21
我来发同校女生寝室楼的门牌装饰了！！！                        	Coneijo        	348    	2016-11-24 21:06	https://www.douban.com/group/topic/93289245/	2016-11-24 21:24:21
日剧会大波进入中国吗，TBS与阿里巴巴达成合作，对...               	錦戸萌            	308    	2016-11-24 21:06	https://www.douban.com/group/topic/93354045/	2016-11-24 21:24:21
北京帅哥多？？？我想怒吼！                              	米卅             	77     	2016-11-24 21:06	https://www.douban.com/group/topic/93524355/	2016-11-24 21:24:21
费玉清本周日要跳钢管舞，广场舞！                           	指尖的流沙          	43     	2016-11-24 21:06	https://www.douban.com/group/topic/93459119/	2016-11-24 21:24:21
这个刘銮雄真他娘的有钱                                	劲松吴彦祖          	58     	2016-11-24 21:06	https://www.douban.com/group/topic/93518257/	2016-11-24 21:24:21
这个刘銮雄真他娘的有钱                                	劲松吴彦祖          	58     	2016-11-24 21:06	https://www.douban.com/group/topic/93518257/	2016-11-24 21:24:24
唐嫣罗晋在一起了吗？                                 	jacqueline     	30     	2016-11-24 21:06	https://www.douban.com/group/topic/93529789/	2016-11-24 21:24:25
有没有鹅一戴围巾就颈椎疼                               	装逼被吊打          	56     	2016-11-24 21:06	https://www.douban.com/group/topic/93517980/	2016-11-24 21:24:25
该拿低情商男朋友咋办啊啊啊                              	Shirley喵喵兔     	168    	2016-11-24 21:05	https://www.douban.com/group/topic/93488533/	2016-11-24 21:24:25
小S夫家卷内线交易案 许雅钧庭审哽咽求判无罪                     	已注销            	49     	2016-11-24 21:05	https://www.douban.com/group/topic/93521323/	2016-11-24 21:24:25
【年华似锦绣】东方教主斗得过小三,打得过流氓。为...                	乐化天            	244370 	2016-11-24 21:05	https://www.douban.com/group/topic/36749790/	2016-11-24 21:24:26
苹果售后真是欺压消费者                                	搞个大新闻          	18     	2016-11-24 21:05	https://www.douban.com/group/topic/93528056/	2016-11-24 21:24:26
推荐一个水煮鱼调料包，谁吃谁知道                           	穿貂的狗子          	111    	2016-11-24 21:04	https://www.douban.com/group/topic/93482145/	2016-11-24 21:24:26
我们来讲讲黑色星期五该买什么吧                            	冬天不会有小爱        	1738   	2016-11-24 21:04	https://www.douban.com/group/topic/92835440/	2016-11-24 21:24:26
希望医生当中的老鼠屎原地爆炸                             	null           	181    	2016-11-24 21:04	https://www.douban.com/group/topic/93526199/	2016-11-24 21:24:26
吴磊嘉人idol封面成片，可以的                           	已注销            	208    	2016-11-24 21:04	https://www.douban.com/group/topic/93175549/	2016-11-24 21:24:26
B站吉祥寺资源怎么没有了                               	莫寞︶ε╰?         	1      	2016-11-24 21:04	https://www.douban.com/group/topic/93531572/	2016-11-24 21:24:26
【新增】陈伟霆粉造谣热巴花十万买陈伟霆演唱会门...                 	kiku           	46     	2016-11-24 21:03	https://www.douban.com/group/topic/93405676/	2016-11-24 21:24:26
我只想知道李东旭发生了什么                              	林星辰            	79     	2016-11-24 21:03	https://www.douban.com/group/topic/93524438/	2016-11-24 21:24:26
有没有人来聊一聊白宇                                 	雪丽糍            	19     	2016-11-24 21:03	https://www.douban.com/group/topic/93493306/	2016-11-24 21:24:26
柏芝还是辣么漂酿                                   	面包会有的          	65     	2016-11-24 21:03	https://www.douban.com/group/topic/93527456/	2016-11-24 21:24:26
说说让人变美腻的几个行业：加班加点都开心的那种                    	guten tager    	130    	2016-11-24 21:02	https://www.douban.com/group/topic/93148731/	2016-11-24 21:24:26
日本《ViVi》杂志评2016下半年帅哥大排行～中华男...             	獒日天            	41     	2016-11-24 21:02	https://www.douban.com/group/topic/93527512/	2016-11-24 21:24:27
八组有更新了10.1.1的iPhone6用户吗？                   	路人而已           	71     	2016-11-24 21:02	https://www.douban.com/group/topic/93475372/	2016-11-24 21:24:27
你们有没有一听就想哭的歌                               	顾九九            	38     	2016-11-24 21:02	https://www.douban.com/group/topic/93529175/	2016-11-24 21:24:28
討論，既然中国翻拍《求婚大作战》了。請問?                      	礼              	64     	2016-11-24 21:02	https://www.douban.com/group/topic/93520834/	2016-11-24 21:24:28
【4.0楼】 猪肉姐妹花 我们继续扒                         	湯婆婆            	1907   	2016-11-24 21:01	https://www.douban.com/group/topic/93194754/	2016-11-24 21:24:28
推荐辣的好吃的东西                                  	一夜梨花落          	297    	2016-11-24 21:01	https://www.douban.com/group/topic/93329871/	2016-11-24 21:24:28
求《请回答1988》百度云资源，跪谢                         	。              	28     	2016-11-24 21:01	https://www.douban.com/group/topic/84132461/	2016-11-24 21:24:28
钦定拉文克劳，心在斯莱特林                              	波特臭大粪          	91     	2016-11-24 21:01	https://www.douban.com/group/topic/93491507/	2016-11-24 21:24:28
钦定拉文克劳，心在斯莱特林                              	波特臭大粪          	91     	2016-11-24 21:01	https://www.douban.com/group/topic/93491507/	2016-11-24 21:24:30
宋楚瑜真的好丢脸啊                                  	厕所飘屎销魂         	36     	2016-11-24 21:01	https://www.douban.com/group/topic/93513653/	2016-11-24 21:24:30
你们去过放粤语老歌的咖啡馆吗？                            	仰天大笑出门去        	5      	2016-11-24 21:01	https://www.douban.com/group/topic/93526145/	2016-11-24 21:24:30
我就来统计下谁收到的清风纸巾跟我一样是假冒的！                    	一只会说话的鸟        	74     	2016-11-24 21:01	https://www.douban.com/group/topic/93524495/	2016-11-24 21:24:31
为什么鸡那么吵 还经常被说“安静如鸡”                        	细              	88     	2016-11-24 21:01	https://www.douban.com/group/topic/92971096/	2016-11-24 21:24:31
天了噜，天涯那边抗住了公关，已经扒出照片是真的                    	lady           	1097   	2016-11-24 21:01	https://www.douban.com/group/topic/87474444/	2016-11-24 21:24:31
有没有做销售 工作的人呢？                              	??川上富江????     	10     	2016-11-24 21:00	https://www.douban.com/group/topic/93523704/	2016-11-24 21:24:31
求安利王思聪和林狗的糖！(我这一颗蠢蠢欲动的腐女...                	左耳釘            	49     	2016-11-24 21:00	https://www.douban.com/group/topic/93520922/	2016-11-24 21:24:31
有些鹿晗粉丝言辞略浮夸啊…                              	打洗你！！          	85     	2016-11-24 21:00	https://www.douban.com/group/topic/93507227/	2016-11-24 21:24:31
鹅们的钻戒是订婚用还是结婚用                             	sky7t          	91     	2016-11-24 20:59	https://www.douban.com/group/topic/93517190/	2016-11-24 21:24:31
请回答1988谁有资源发我下好吗？                          	弥桑             	9      	2016-11-24 20:59	https://www.douban.com/group/topic/84025423/	2016-11-24 21:24:31
陈伟霆又试图洗白自己！！                               	morikawa       	43     	2016-11-24 20:59	https://www.douban.com/group/topic/93516262/	2016-11-24 21:24:31
(商场可以买到了)宜家新出的毛绒抱枕，呆萌呆萌的...                	Prismo不圆梦      	122    	2016-11-24 20:59	https://www.douban.com/group/topic/93522520/	2016-11-24 21:24:31
我就想问问冬天睡衣，有什么好穿又好看的吗                       	Mozzarella     	12     	2016-11-24 20:59	https://www.douban.com/group/topic/93529128/	2016-11-24 21:24:31
被人微信轰炸爱豆角度刁钻的照片                            	阿凡提            	13     	2016-11-24 20:58	https://www.douban.com/group/topic/93530417/	2016-11-24 21:24:31
日本那个小说家在微博上被骂了23333                        	(?_?)          	149    	2016-11-24 20:58	https://www.douban.com/group/topic/93519469/	2016-11-24 21:24:32
有没有什么拍的很好的mv？                              	薛凯琪            	70     	2016-11-24 20:58	https://www.douban.com/group/topic/92539314/	2016-11-24 21:24:32
仙女们来手相看婚姻：手上有此印记，天生魅力大，...                 	竹声如箫           	59     	2016-11-24 20:58	https://www.douban.com/group/topic/93527484/	2016-11-24 21:24:32
其实说到底地域歧视和排斥外地人还是存在而且很普...                 	??             	10     	2016-11-24 20:57	https://www.douban.com/group/topic/93530262/	2016-11-24 21:24:32
最萌身高差，明天的新电影                               	易烊千玺           	75     	2016-11-24 20:57	https://www.douban.com/group/topic/93523777/	2016-11-24 21:24:32
有鹅去看李荣浩演唱会南昌场嘛？12.17求结伴阿~                  	Mathilda       	18     	2016-11-24 20:57	https://www.douban.com/group/topic/93523536/	2016-11-24 21:24:32
「林允儿」 我说什么都是在说我想妳呀                         	pinkxoxo       	4113   	2016-11-24 20:57	https://www.douban.com/group/topic/84547124/	2016-11-24 21:24:32
比利·林恩的中场战事 片尾曲                             	阿里嘎多~          	5      	2016-11-24 20:57	https://www.douban.com/group/topic/93530888/	2016-11-24 21:24:32
杭州有什么真正值得去的地方？                             	深海森林没有鱼        	96     	2016-11-24 20:57	https://www.douban.com/group/topic/93464176/	2016-11-24 21:24:32
还珠格格 小燕子来姨妈被泡水里                            	土屋安娜           	131    	2016-11-24 20:57	https://www.douban.com/group/topic/93509076/	2016-11-24 21:24:32
蓝色大海的传说才到第三集，我咋觉得要扑了                       	三角             	23     	2016-11-24 20:57	https://www.douban.com/group/topic/93529538/	2016-11-24 21:24:34
荷尔蒙帮和aom都走入主流泰剧，签了三台！                      	bhjjjii        	70     	2016-11-24 20:57	https://www.douban.com/group/topic/93517257/	2016-11-24 21:24:35
有什么可爱舒适的袜子店                                	Taka           	17     	2016-11-24 20:56	https://www.douban.com/group/topic/93530243/	2016-11-24 21:24:35
这人爆料真的假的？章子怡要演古装剧了，电视剧。                    	不加糖            	50     	2016-11-24 20:55	https://www.douban.com/group/topic/93528429/	2016-11-24 21:24:35
锦绣未央这个剧里的人都睁着眼说瞎话？                         	他老姨            	27     	2016-11-24 20:55	https://www.douban.com/group/topic/93482338/	2016-11-24 21:24:35
一人说一件前任做过最心寒的事或分手原因                        	美嘉。            	448    	2016-11-24 20:55	https://www.douban.com/group/topic/87882779/	2016-11-24 21:24:36
看gong众号如何吐槽wuli时髦的茜茜宋茜等女星机场...             	萨米亚晴           	31     	2016-11-24 20:55	https://www.douban.com/group/topic/93525139/	2016-11-24 21:24:36
隔壁贴有感，八组对张瀚是不是特别宽容？                        	滴溜溜滴溜溜         	74     	2016-11-24 20:55	https://www.douban.com/group/topic/93514558/	2016-11-24 21:24:36
请大家告诉我请回答1988看到哪一集应该果断弃                    	孔侑的胸肌          	167    	2016-11-24 20:54	https://www.douban.com/group/topic/93508758/	2016-11-24 21:24:36
看pandakill爱上了酒神                            	旅胥             	92     	2016-11-24 20:54	https://www.douban.com/group/topic/93516788/	2016-11-24 21:24:36
有人去过传说中的白云皮具城吗？就是那个朋友圈高...                 	女王SAMA         	435    	2016-11-24 20:54	https://www.douban.com/group/topic/91600912/	2016-11-24 21:24:36
刚刚无意中看到一张张嘉译的照片                            	DucVanTol.     	31     	2016-11-24 20:54	https://www.douban.com/group/topic/93512618/	2016-11-24 21:24:36
为什么觉得负能量越来越多了                              	已注销            	10     	2016-11-24 20:54	https://www.douban.com/group/topic/93530363/	2016-11-24 21:24:36
关于减肥不吃晚饭，你们爸妈反对吗？                          	darkpale       	62     	2016-11-24 20:54	https://www.douban.com/group/topic/93477292/	2016-11-24 21:24:36
娱乐公司对新出道的组合推多久没起色就会放弃？                     	一枚小豌豆          	15     	2016-11-24 20:54	https://www.douban.com/group/topic/93523278/	2016-11-24 21:24:36
既然隔壁奶茶界都在争一番，那便利店界也来争一下...                 	肖战的兔子牙         	316    	2016-11-24 20:53	https://www.douban.com/group/topic/93517518/	2016-11-24 21:24:36
【杨洋】roseonly大片拍摄花絮和武动乾坤林动造型                	仙道枫            	2496   	2016-11-24 20:53	https://www.douban.com/group/topic/90059003/	2016-11-24 21:24:36
向佐在给谁发微信？？那个人居然都不回他！！这是...                 	珐琅锅炖红烧肉        	24     	2016-11-24 20:53	https://www.douban.com/group/topic/93526015/	2016-11-24 21:24:37
我觉得张翰的女友都不是好人                              	.              	14     	2016-11-24 20:53	https://www.douban.com/group/topic/93526895/	2016-11-24 21:24:37
标题已改【幕后玩家】想不通为什么Sheldon会让小三...             	磕磕             	95     	2016-11-24 20:53	https://www.douban.com/group/topic/93520041/	2016-11-24 21:24:37
求一部穿越小说                                    	r êa?y         	7      	2016-11-24 20:53	https://www.douban.com/group/topic/93530516/	2016-11-24 21:24:37
发现好几次室友在学校贴吧找她自己                           	ほしくず           	141    	2016-11-24 20:52	https://www.douban.com/group/topic/93523668/	2016-11-24 21:24:37
当我把Siri设置成湾湾腔……                            	野子鸣            	77     	2016-11-24 20:52	https://www.douban.com/group/topic/93510812/	2016-11-24 21:24:38
来看TVB2017新剧海报，其中感兴趣6部~                     	Ky McCormick   	193    	2016-11-24 20:52	https://www.douban.com/group/topic/93522412/	2016-11-24 21:24:38
答应我，一定要去看【心里的声音】这部韩国网剧吗...                 	一个控颜的姑凉        	203    	2016-11-24 20:52	https://www.douban.com/group/topic/93271233/	2016-11-24 21:24:38
当我把Siri设置成湾湾腔……                            	野子鸣            	77     	2016-11-24 20:52	https://www.douban.com/group/topic/93510812/	2016-11-24 21:24:40
来看TVB2017新剧海报，其中感兴趣6部~                     	Ky McCormick   	193    	2016-11-24 20:52	https://www.douban.com/group/topic/93522412/	2016-11-24 21:24:41
答应我，一定要去看【心里的声音】这部韩国网剧吗...                 	一个控颜的姑凉        	203    	2016-11-24 20:52	https://www.douban.com/group/topic/93271233/	2016-11-24 21:24:41
哪种口红吻起来触感好？                                	俏tiger         	71     	2016-11-24 20:52	https://www.douban.com/group/topic/93499910/	2016-11-24 21:24:41
绝对有图有真相！扒扒绝世好前女友阿sa蔡卓妍                     	HXE-syd        	126    	2016-11-24 20:52	https://www.douban.com/group/topic/93348065/	2016-11-24 21:24:42
【更新】洗白不要拉上别人，说你呢，王鸥                        	吃??的小丸子        	159    	2016-11-24 20:51	https://www.douban.com/group/topic/93311460/	2016-11-24 21:24:42
女朋友干啥都不怎么跟你说的话                             	kotasten       	16     	2016-11-24 20:51	https://www.douban.com/group/topic/93524313/	2016-11-24 21:24:42
小璐老师薛老师和学生的视频好魔性。已被洗脑。（...                 	cilulu         	226    	2016-11-24 20:51	https://www.douban.com/group/topic/93393060/	2016-11-24 21:24:42
hit制造机3  大瓶会来客串吗?                          	wensaa         	11     	2016-11-24 20:51	https://www.douban.com/group/topic/93530487/	2016-11-24 21:24:42
用香水的八组鹅们，冬天都会用什么香水                         	山高水远路漫漫        	453    	2016-11-24 20:50	https://www.douban.com/group/topic/93059031/	2016-11-24 21:24:42
有什么小直径的美瞳不错的吗                              	九夓夓夓-          	29     	2016-11-24 20:50	https://www.douban.com/group/topic/93529148/	2016-11-24 21:24:42
澄清帖：吴亦凡就是演员                                	姨父的鹅           	34     	2016-11-24 20:50	https://www.douban.com/group/topic/93527431/	2016-11-24 21:24:42
分手之后抑郁至今，鼓起勇气去看了心理医生                       	大河马的小熊猫        	461    	2016-11-24 20:50	https://www.douban.com/group/topic/93460965/	2016-11-24 21:24:42
妈呀，张含韵好像都没变，好可爱                            	已注销            	39     	2016-11-24 20:49	https://www.douban.com/group/topic/93529080/	2016-11-24 21:24:42
[更新楼主百度云 找不到推荐文的鹅可以加我]来安利...               	刘昊然吴磊老婆        	111    	2016-11-24 20:49	https://www.douban.com/group/topic/93392842/	2016-11-24 21:24:42
德龙的烤箱和美的这些国产牌子的区别？                         	MISSNICOLE     	47     	2016-11-24 20:49	https://www.douban.com/group/topic/93505117/	2016-11-24 21:24:43
向佐带李奕航去迪士尼，胡歌转发                            	大宝             	47     	2016-11-24 20:49	https://www.douban.com/group/topic/93524030/	2016-11-24 21:24:43
你们说，外面卖的那种十几元的奶茶，都含不含植脂...                 	十月叽啾少女心        	189    	2016-11-24 20:49	https://www.douban.com/group/topic/93502174/	2016-11-24 21:24:43
【捉妖记2】| 原班人马回归  全明星阵容  重磅大咖...             	导演娄烨           	142    	2016-11-24 20:48	https://www.douban.com/group/topic/91701215/	2016-11-24 21:24:43
别点进来。全是杨洋的丑图。                              	帅比鉴定师          	180    	2016-11-24 20:48	https://www.douban.com/group/topic/93490597/	2016-11-24 21:24:43
爽快珂润假货？                                    	oooo           	27     	2016-11-24 20:48	https://www.douban.com/group/topic/93530160/	2016-11-24 21:24:43
漂亮的鹅们有没有类似《哈利波特》的电影推荐啊？                    	一粒小豌豆          	27     	2016-11-24 20:47	https://www.douban.com/group/topic/93529712/	2016-11-24 21:24:43
前有夜光剧本，今有外卖导师，张嘉译被拍到了                      	nikename       	30     	2016-11-24 20:47	https://www.douban.com/group/topic/93524757/	2016-11-24 21:24:43
刚去搜张嘉译和那女的锤，只搜到几张图片                        	??             	40     	2016-11-24 20:47	https://www.douban.com/group/topic/93525937/	2016-11-24 21:24:44
小s老公和公公骗钱被判缓刑了，大家觉得小s会离婚吗?                 	海水里的水          	116    	2016-11-24 20:47	https://www.douban.com/group/topic/93522032/	2016-11-24 21:24:44
现在好多网红都把这些东西贴脸上                            	他大舅他二舅         	116    	2016-11-24 20:47	https://www.douban.com/group/topic/93526890/	2016-11-24 21:24:46
日本遇害的那个姑娘是为了帮室友挡住其男友被杀害...                 	??大海参??        	329    	2016-11-24 20:47	https://www.douban.com/group/topic/92805541/	2016-11-24 21:24:47
亲戚跟外甥女闹掰了竟然把亲戚的信息放上了同性恋...                 	cicici         	149    	2016-11-24 20:47	https://www.douban.com/group/topic/93490281/	2016-11-24 21:24:47
金尤美怀孕了。。。。                                 	妈的被盗号了了        	211    	2016-11-24 20:46	https://www.douban.com/group/topic/87444865/	2016-11-24 21:24:48
老实说，6月全网PK的时候，对家是不是出了很大力                   	强力铲            	8      	2016-11-24 20:46	https://www.douban.com/group/topic/93530669/	2016-11-24 21:24:48
全国的吃货们都过来讨论呀：首届中国金牌旅游小吃...                 	翻滚的肉兔          	32     	2016-11-24 20:46	https://www.douban.com/group/topic/93529352/	2016-11-24 21:24:49
有人看过《西西里的美丽传说》和《阳光灿烂的日子》吗                  	孤岛             	11     	2016-11-24 20:46	https://www.douban.com/group/topic/93530300/	2016-11-24 21:24:49
北京帅哥太多了吧，走在大街上的                            	小枫             	172    	2016-11-24 20:46	https://www.douban.com/group/topic/93344277/	2016-11-24 21:24:49
每天工作吸不完的二手烟                                	狗子             	86     	2016-11-24 20:46	https://www.douban.com/group/topic/93518877/	2016-11-24 21:24:49
隔壁贴的一根头发我突然想到                              	江为止            	13     	2016-11-24 20:45	https://www.douban.com/group/topic/93528950/	2016-11-24 21:24:49
求鹅们推荐app！（进来的瘦10斤）                         	双笙             	46     	2016-11-24 20:45	https://www.douban.com/group/topic/93529269/	2016-11-24 21:24:49
鹅们精神出轨，还是身体出轨                              	Amysh          	191    	2016-11-24 20:45	https://www.douban.com/group/topic/93513299/	2016-11-24 21:24:49
吴亦凡有女人，伤心的不应该是粉丝吗？                         	萌吐奶            	3      	2016-11-24 20:45	https://www.douban.com/group/topic/93530372/	2016-11-24 21:24:49
张嘉译声明                                      	牛奶巧克力          	18     	2016-11-24 20:45	https://www.douban.com/group/topic/93526393/	2016-11-24 21:24:49
欢喜密探里的李大宝                                  	大魔王            	1      	2016-11-24 20:45	https://www.douban.com/group/topic/93530771/	2016-11-24 21:24:49
泰剧《一年生》 甜到发丝的剧情啊                           	学长是学弟的         	119    	2016-11-24 20:44	https://www.douban.com/group/topic/91768308/	2016-11-24 21:24:49
中分的仙女们，你们的刘海是怎么蓬起来又不掉下来的？                  	野口同学           	257    	2016-11-24 20:44	https://www.douban.com/group/topic/93451817/	2016-11-24 21:24:49
````捡到的去医院的小狗子的后续……                        	金所炫的男票         	413    	2016-11-24 20:44	https://www.douban.com/group/topic/92761558/	2016-11-24 21:24:50
进来天天瘦喔，请大家帮忙找小说                            	(*ˉ︶ˉ*)        	6      	2016-11-24 20:44	https://www.douban.com/group/topic/93527079/	2016-11-24 21:24:50
楼主在巴塞罗那读书 11月12月从国内来巴塞罗那旅游吗                	皮卡丘007         	50     	2016-11-24 20:44	https://www.douban.com/group/topic/93230227/	2016-11-24 21:24:50
有没有得了唇炎的鹅？                                 	花未眠            	196    	2016-11-24 20:44	https://www.douban.com/group/topic/93317753/	2016-11-24 21:24:50
八组有突然决定当幼师的仙女吗？                            	唐亦琛            	31     	2016-11-24 20:44	https://www.douban.com/group/topic/93527862/	2016-11-24 21:24:50
地狱恋人（暂定）或者风中有朵雨做的云  【娄烨导...                	导演娄烨           	128    	2016-11-24 20:43	https://www.douban.com/group/topic/91966476/	2016-11-24 21:24:50
有没有人觉得唐嫣的演技实在是令人发指                         	Mr.Sea         	49     	2016-11-24 20:43	https://www.douban.com/group/topic/93522622/	2016-11-24 21:24:50
看了咪蒙让实习生拿外卖的文章，想问鹅们公司最小...                 	阿司匹林°          	214    	2016-11-24 20:43	https://www.douban.com/group/topic/93476498/	2016-11-24 21:24:51
从没有进过监狱算不算一个遗憾                             	郑业成女朋友         	18     	2016-11-24 20:43	https://www.douban.com/group/topic/93529422/	2016-11-24 21:24:53
